None
NVIDIA 2050
None
NVIDIA 2050
NVIDIA 2050
None
None
None
None
IBM PowerXCell 8i
None
None
NVIDIA 2070
None
None
None
None
None
None
None
None
ATI GPU
None
None
None
None
None
None
None
None
None
None
NVIDIA 2050
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
NVIDIA 2070
None
None
None
None
None
None
IBM PowerXCell 8i
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
NVIDIA 2050
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
NVIDIA 2050
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
NVIDIA 2070
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
NVIDIA 2070
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
NVIDIA 2050
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
NVIDIA 2070
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
IBM PowerXCell 8i
IBM PowerXCell 8i
IBM PowerXCell 8i
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
ATI GPU
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
None
