1,199306,1,0.455725190839695
1,199306,2,0.436593422375413
1,199306,3,0.463838877021666
1,199306,4,0.463838877021666
1,199306,5,0.90625
1,199306,6,0.909090909090909
1,199306,7,0.460787305462313
1,199306,8,0.6787109375
1,199306,9,0.898950131233596
1,199306,10,0.898950131233596
1,199306,11,0.898950131233596
1,199306,12,0.898950131233596
1,199306,13,0.898950131233596
1,199306,14,0.898950131233596
1,199306,15,0.898950131233596
1,199306,16,0.898950131233596
1,199306,17,0.898950131233596
1,199306,18,0.898950131233596
1,199306,19,0.898950131233596
1,199306,20,0.898950131233596
2,199311,1,0.720980533525595
2,199311,2,0.455725190839695
2,199311,3,0.436593422375413
2,199311,4,0.463838877021666
2,199311,5,0.463838877021666
2,199311,6,0.90625
2,199311,7,0.909090909090909
2,199311,8,0.584615384615385
2,199311,9,0.584615384615385
2,199311,10,0.460787305462313
2,199311,11,0.460787305462313
2,199311,12,0.460787305462313
2,199311,13,0.6787109375
2,199311,14,0.898950131233596
2,199311,15,0.898950131233596
2,199311,16,0.898950131233596
2,199311,17,0.898950131233596
2,199311,18,0.898950131233596
2,199311,19,0.898950131233596
2,199311,20,0.898950131233596
3,199406,1,0.779347826086957
3,199406,2,0.720980533525595
3,199406,3,0.441666050159059
3,199406,4,0.456600361663653
3,199406,5,0.829166666666667
3,199406,6,0.829166666666667
3,199406,7,0.901785714285714
3,199406,8,0.463838877021666
3,199406,9,0.463838877021666
3,199406,10,0.8875
3,199406,11,0.8875
3,199406,12,0.90625
3,199406,13,0.90625
3,199406,14,0.658854166666667
3,199406,15,0.658854166666667
3,199406,16,0.658854166666667
3,199406,17,0.9
3,199406,18,0.909090909090909
3,199406,19,0.90625
3,199406,20,0.584615384615385
4,199411,1,0.720980533525595
4,199411,2,0.779347826086957
4,199411,3,0.441666050159059
4,199411,4,0.456600361663653
4,199411,5,0.829166666666667
4,199411,6,0.829166666666667
4,199411,7,0.901785714285714
4,199411,8,0.463838877021666
4,199411,9,0.463838877021666
4,199411,10,0.8875
4,199411,11,0.8875
4,199411,12,0.658854166666667
4,199411,13,0.658854166666667
4,199411,14,0.658854166666667
4,199411,15,0.90625
4,199411,16,0.90625
4,199411,17,0.90625
4,199411,18,0.9
4,199411,19,0.909090909090909
4,199411,20,0.90625
5,199506,1,0.720980533525595
5,199506,2,0.779347826086957
5,199506,3,0.825324675324675
5,199506,4,0.654296875
5,199506,5,0.8515625
5,199506,6,0.441666050159059
5,199506,7,0.886904761904762
5,199506,8,0.455972101133391
5,199506,9,0.661458333333333
5,199506,10,0.661458333333333
5,199506,11,0.649093178647478
5,199506,12,0.415413533834587
5,199506,13,0.649140843001909
5,199506,14,0.829166666666667
5,199506,15,0.829166666666667
5,199506,16,0.901785714285714
5,199506,17,0.825980392156863
5,199506,18,0.660416666666667
5,199506,19,0.463838877021666
5,199506,20,0.463838877021666
6,199511,1,0.720980533525595
6,199511,2,0.779347826086957
6,199511,3,0.825324675324675
6,199511,4,0.654296875
6,199511,5,0.8515625
6,199511,6,0.649093178647478
6,199511,7,0.649093178647478
6,199511,8,0.64910906598786
6,199511,9,1.0
6,199511,10,0.441666050159059
6,199511,11,0.886904761904762
6,199511,12,0.886904761904762
6,199511,13,0.455972101133391
6,199511,14,0.8890625
6,199511,15,0.8890625
6,199511,16,0.661458333333333
6,199511,17,0.661458333333333
6,199511,18,0.661458333333333
6,199511,19,0.900390625
6,199511,20,0.829166666666667
7,199606,1,0.756510416666667
7,199606,2,0.608054939552185
7,199606,3,0.779347826086957
7,199606,4,0.825324675324675
7,199606,5,0.827338129496403
7,199606,6,0.654296875
7,199606,7,0.8515625
7,199606,8,0.649093178647478
7,199606,9,0.649093178647478
7,199606,10,1.0
7,199606,11,1.0
7,199606,12,0.64910906598786
7,199606,13,0.441666050159059
7,199606,14,0.886904761904762
7,199606,15,0.886904761904762
7,199606,16,0.455972101133391
7,199606,17,0.8890625
7,199606,18,0.8890625
7,199606,19,0.661458333333333
7,199606,20,0.661458333333333
8,199611,1,0.599283854166667
8,199611,2,0.814193273128067
8,199611,3,0.756510416666667
8,199611,4,0.779347826086957
8,199611,5,0.825324675324675
8,199611,6,0.827338129496403
8,199611,7,0.654296875
8,199611,8,0.8515625
8,199611,9,0.892857142857143
8,199611,10,0.931818181818182
8,199611,11,0.606770833333333
8,199611,12,0.729166666666667
8,199611,13,0.606770833333333
8,199611,14,0.649093178647478
8,199611,15,0.649093178647478
8,199611,16,0.64910906598786
8,199611,17,1.0
8,199611,18,1.0
8,199611,19,0.946875
8,199611,20,0.946875
9,199706,1,0.735030970406056
9,199706,2,0.599283854166667
9,199706,3,0.814193273128067
9,199706,4,0.756510416666667
9,199706,5,0.72265625
9,199706,6,0.572916666666667
9,199706,7,0.572916666666667
9,199706,8,0.638020833333333
9,199706,9,0.72265625
9,199706,10,0.638020833333333
9,199706,11,0.670021186440678
9,199706,12,0.779347826086957
9,199706,13,0.698784722222222
9,199706,14,0.601996527777778
9,199706,15,0.825324675324675
9,199706,16,0.6015625
9,199706,17,0.892857142857143
9,199706,18,0.8515625
9,199706,19,0.827338129496403
9,199706,20,0.654296875
10,199711,1,0.730987762237762
10,199711,2,0.564458689458689
10,199711,3,0.595238095238095
10,199711,4,0.599283854166667
10,199711,5,0.696614583333333
