200906,1,176028
200906,2,176029
200906,3,176321
200906,4,176203
200906,5,175171
200911,1,176544
200911,2,176027
200911,3,176545
200911,4,176321
200911,5,176546
201006,1,176544
201006,2,176819
201006,3,176027
201006,4,176545
201006,5,176321
201011,1,176929
201011,2,176544
201011,3,176819
201011,4,176927
201011,5,176952
201106,1,177232
201106,2,176929
201106,3,176544
201106,4,176819
201106,5,176927
201111,1,177232
201111,2,176929
201111,3,176544
201111,4,176819
201111,5,176927
201206,1,177556
201206,2,177232
201206,3,177718
201206,4,177719
201206,5,176929
201211,1,177975
201211,2,177556
201211,3,177232
201211,4,177718
201211,5,177722
201306,1,177999
201306,2,177975
201306,3,177556
201306,4,177232
201306,5,177718
201311,1,177999
201311,2,177975
201311,3,177556
201311,4,177232
201311,5,177718
201406,1,177999
201406,2,177975
201406,3,177556
201406,4,177232
201406,5,177718
201411,1,177999
201411,2,177975
201411,3,177556
201411,4,177232
201411,5,177718
201506,1,177999
201506,2,177975
201506,3,177556
201506,4,177232
201506,5,177718
201511,1,177999
201511,2,177975
201511,3,177556
201511,4,177232
201511,5,177718
201606,1,178764
201606,2,177999
201606,3,177975
201606,4,177556
201606,5,177232
201611,1,178764
201611,2,177999
201611,3,177975
201611,4,177556
201611,5,178924
201706,1,178764
201706,2,177999
201706,3,177824
201706,4,177975
201706,5,177556
201711,1,178764
201711,2,177999
201711,3,177824
201711,4,179102
201711,5,177975
201806,1,179397
201806,2,178764
201806,3,179398
201806,4,177999
201806,5,179393
201811,1,179397
201811,2,179398
201811,3,178764
201811,4,177999
201811,5,177824
