1,103807.000,178053.120,6218055.680,1392501.120,660.000,200.000
2,1410048.000,11534336.000,31457280.000,5308416.000,1024.000,340.000
3,3416064.000,8192.000,19922944.000,6760960.000,1280.000,1024.000
4,1033280.000,1887436.800,28311552.000,5380784.000,1740.800,700.000
5,558336.000,1821491.200,23068672.000,4231328.000,3513.600,1536.000
6,2958950.400,7759462.400,262144000.000,27047116.800,9932.800,2560.000
7,1429913.600,7235174.400,157286400.000,17394048.000,9318.400,1536.000
