166659,69
166660,69
166661,69
166662,69
166664,69
166665,666
166665,666
166666,724
166667,724
166667,724
166668,617
166668,617
166668,617
166669,500
166669,500
166669,500
166670,900
166670,900
166671,900
166671,900
166672,900
166673,900
166673,900
166674,900
166675,1024
166676,1024
166677,2662.4
166677,2662.4
166677,2662.4
166678,25
166689,2252.8
166689,2252.8
166689,2252.8
166690,300
166691,300
166692,300
166693,300
166694,300
166695,300
166695,300
166696,300
166696,300
166698,300
166698,300
166699,300
166700,300
166731,349
166731,349
166732,349
166732,349
166733,349
166735,440
166740,440
166747,440
166748,440
166748,440
166750,440
166750,440
166751,465
166751,465
166752,613
166753,613
166754,613
166755,613
166756,613
166757,613
166757,613
166757,613
166758,613
166758,613
166758,613
166759,613
166759,613
166760,613
166760,613
166760,613
166761,613
166761,613
166761,613
166762,1710.08
166762,1710.08
166763,531
166763,531
166763,531
166763,531
166764,531
166765,1566.72
166765,1566.72
166766,250
166766,250
166766,250
166766,250
166766,250
166766,250
166766,250
166766,250
166766,250
166766,250
166766,250
166766,250
166766,250
166766,250
166767,332
166767,332
166767,332
166767,332
166767,332
166767,332
166767,332
166767,332
166767,332
166767,332
166767,332
166767,332
166768,2048
166768,2048
166768,2048
166800,59
166803,59
166805,59
166808,59
166814,59
166815,59
166816,59
166817,59
166818,59
166819,59
166820,59
166821,59
166822,59
166823,59
166824,59
166829,59
166829,59
166830,59
166830,59
166831,59
166831,59
166832,59
166832,59
166833,59
166833,59
166834,59
166834,59
166837,59
166837,59
166838,59
166838,59
166839,59
166839,59
166840,59
166840,59
166841,59
166841,59
166842,59
166842,59
166843,59
166843,59
166848,135
166849,135
166850,135
166851,135
166851,135
166851,135
166852,135
166853,135
166857,500
166858,500
166861,666
166862,666
166863,666
166863,666
166863,666
166863,666
166863,666
166863,666
166864,666
166864,666
166864,666
166864,666
166864,666
166864,666
166864,666
166865,666
166865,666
166865,666
166865,666
166865,666
166865,666
166866,666
166867,666
166867,666
166867,666
166867,666
166867,666
166867,666
166867,666
166867,666
166868,666
166868,666
166868,666
166868,666
166868,666
166868,666
166868,666
166868,666
166869,666
166869,666
166870,666
166871,666
166872,666
166873,833
166873,833
166873,833
166875,833
166876,833
166876,833
166876,833
166876,833
166877,833
166877,833
166878,833
166878,833
166878,833
166878,833
166879,833
166879,833
166880,833
166880,833
166880,833
166880,833
166881,833
166881,833
166881,833
166881,833
166881,833
166882,1024
166882,1024
166883,1024
166883,1024
166883,1024
166883,1024
166883,1024
166883,1024
166883,1024
166883,1024
166884,1024
166885,1024
166885,1024
166885,1024
166886,1024
166887,833
166888,1024
166888,1024
166888,1024
166888,1024
166888,1024
166888,1024
166888,1024
166888,1024
166888,1024
166888,1024
166889,1024
166889,1024
166889,1024
166889,1024
166889,1024
166889,1024
166889,1024
166889,1024
166889,1024
166889,1024
166889,1024
166890,1024
166890,1024
166890,1024
166890,1024
166891,1024
166891,1024
166892,1024
166892,1024
166892,1024
166892,1024
166893,1024
166893,1024
166893,1024
166893,1024
166893,1024
166893,1024
166894,1024
166894,1024
166894,1024
166894,1024
166894,1024
166894,1024
166895,1024
166896,1024
166896,1024
166896,1024
166896,1024
166896,1024
166897,1280
166898,1280
166898,1280
166898,1280
166899,1280
166900,1280
166901,1280
166901,1280
166901,1280
166901,1280
166901,1280
166901,1280
166901,1280
166901,1280
166901,1280
166901,1280
166902,731
166902,731
166930,150
166931,150
166932,150
166933,150
166934,150
166935,150
166936,150
166937,150
166938,150
166939,150
166940,150
166941,150
166942,150
166948,150
166949,150
166950,150
166951,150
166952,150
166953,150
166953,150
166954,150
166954,150
166955,150
166955,150
166956,150
166956,150
166957,150
166957,150
166958,150
166958,150
166959,150
166959,150
166960,150
166962,800
166962,800
166962,800
166962,800
166962,800
166963,7
166964,7
166964,7
166965,7
166965,7
166965,7
166965,7
166966,7
166966,7
166966,7
166966,7
166967,7
166967,7
166968,7
166968,7
166969,7
166969,7
166970,7
166970,7
166970,7
166970,7
166971,7
166971,7
166972,7
166972,7
166972,7
166972,7
166973,7
166973,7
166973,7
166973,7
166973,7
166973,7
166973,7
166973,7
166974,7
166974,7
166974,7
166974,7
166974,7
166974,7
166974,7
166975,7
166975,7
166976,7
166976,7
166984,10
166984,10
166984,10
166984,10
166984,10
166985,10
166985,10
166985,10
166985,10
166985,10
166986,10
166986,10
166986,10
166986,10
166986,10
166987,10
166988,10
166988,10
166988,10
166988,10
166988,10
166988,10
166988,10
166988,10
166989,10
166989,10
166989,10
166989,10
166989,10
166989,10
166990,10
166990,10
166990,10
166990,10
166991,10
166991,10
166991,10
166991,10
166991,10
166991,10
166991,10
166991,10
166991,10
166992,10
166992,10
166992,10
166992,10
166992,10
166992,10
166992,10
166992,10
166992,10
166993,10
166994,10
166994,10
166994,10
166995,10
166995,10
166996,10
166996,10
166997,32
166997,32
166998,32
166998,32
166998,32
166998,32
166998,32
166998,32
166998,32
166999,32
166999,32
167000,32
167000,32
167000,32
167000,32
167000,32
167000,32
167000,32
167000,32
167000,32
167001,32
167001,32
167001,32
167001,32
167001,32
167001,32
167001,32
167002,32
167002,32
167002,32
167002,32
167002,32
167002,32
167002,32
167003,32
167003,32
167003,32
167003,32
167003,32
167003,32
167003,32
167003,32
167003,32
167004,32
167004,32
167004,32
167004,32
167004,32
167005,32
167005,32
167005,32
167005,32
167005,32
167006,32
167006,32
167007,32
167008,32
167008,32
167008,32
167009,32
167009,32
167009,32
167010,32
167010,32
167010,32
167011,32
167012,32
167012,32
167013,32
167013,32
167014,32
167014,32
167014,32
167015,32
167015,32
167016,32
167016,32
167016,32
167017,32
167018,32
167019,32
167019,32
167020,32
167020,32
167021,32
167021,32
167021,32
167021,32
167021,32
167021,32
167021,32
167022,32
167022,32
167022,32
167022,32
167023,32
167023,32
167023,32
167023,32
167023,32
167023,32
167023,32
167023,32
167023,32
167023,32
167023,32
167024,32
167024,32
167024,32
167024,32
167024,32
167024,32
167024,32
167025,32
167025,32
167025,32
167025,32
167025,32
167026,32
167027,32
167027,32
167027,32
167027,32
167028,32
167028,32
167028,32
167028,32
167029,32
167029,32
167029,32
167029,32
167030,32
167030,32
167030,32
167030,32
167031,32
167031,32
167031,32
167031,32
167032,32
167032,32
167032,32
167032,32
167033,32
167033,32
167033,32
167034,32
167034,32
167034,32
167034,32
167035,32
167035,32
167035,32
167035,32
167036,32
167036,32
167036,32
167036,32
167037,32
167037,32
