31,200806,2,0.801840
31,200806,3,0.763011
31,200806,4,0.823276
31,200806,5,0.647072
31,200806,6,0.787855
31,200806,7,0.807820
31,200806,8,0.774275
31,200806,9,0.769373
31,200806,10,0.856718
31,200806,11,0.863444
31,200806,12,0.702042
31,200806,13,0.801374
31,200806,14,0.856738
31,200806,15,0.795986
31,200806,16,0.849737
31,200806,17,0.734047
31,200806,18,0.795987
31,200806,19,0.740973
31,200806,20,0.777609
32,200811,2,0.766614
32,200811,3,0.799904
32,200811,4,0.801840
32,200811,5,0.763011
32,200811,6,0.823276
32,200811,7,0.747697
32,200811,8,0.749073
32,200811,9,0.787855
32,200811,10,0.719014
32,200811,11,0.773540
32,200811,12,0.807820
32,200811,13,0.774275
32,200811,14,0.769373
32,200811,15,0.875041
32,200811,16,0.757456
32,200811,17,0.856718
32,200811,18,0.863444
32,200811,19,0.702042
32,200811,20,0.704278
33,200906,2,0.766614
33,200906,3,0.823277
33,200906,5,0.801840
33,200906,6,0.763011
33,200906,7,0.823276
33,200906,8,0.747697
33,200906,9,0.829161
33,200906,10,0.891389
33,200906,11,0.749073
33,200906,12,0.787855
33,200906,13,0.719014
33,200906,14,0.856738
33,200906,15,0.773540
33,200906,16,0.836339
33,200906,17,0.774275
33,200906,18,0.769373
33,200906,19,0.811344
33,200906,20,0.875041
34,200911,1,0.738694
34,200911,3,0.808378
34,200911,4,0.823277
34,200911,7,0.801840
34,200911,8,0.823276
34,200911,9,0.747697
34,200911,10,0.869111
34,200911,11,0.829161
34,200911,12,0.844797
34,200911,13,0.891389
34,200911,15,0.749073
34,200911,16,0.787855
34,200911,17,0.719014
34,200911,18,0.856738
34,200911,19,0.773540
34,200911,20,0.835191
35,201006,4,0.808378
35,201006,5,0.823277
35,201006,8,0.801840
35,201006,9,0.823276
35,201006,10,0.871539
35,201006,11,0.747697
35,201006,12,0.829161
35,201006,13,0.844797
35,201006,14,0.891389
35,201006,16,0.749024
35,201006,17,0.749073
35,201006,20,0.787855
36,201011,5,0.817923
36,201011,8,0.808378
36,201011,9,0.823277
36,201011,10,0.793848
36,201011,12,0.801840
36,201011,13,0.823276
36,201011,15,0.747697
36,201011,16,0.829161
36,201011,17,0.844797
36,201011,18,0.789911
36,201011,19,0.834811
36,201011,20,0.834811
