31,200806,1,0.745759
32,200811,1,0.758564
33,200906,1,0.758564
33,200906,4,0.799904
34,200911,2,0.757389
34,200911,5,0.466842
34,200911,6,0.808456
34,200911,14,0.893836
35,201006,1,0.738694
35,201006,2,0.425896
35,201006,3,0.757389
35,201006,6,0.793904
35,201006,7,0.466842
35,201006,15,0.893836
35,201006,18,0.887718
35,201006,19,0.490298
36,201011,1,0.545841
36,201011,2,0.738694
36,201011,3,0.425896
36,201011,4,0.521063
36,201011,6,0.836953
36,201011,7,0.757389
36,201011,11,0.793904
36,201011,14,0.871539
37,201106,2,0.545841
37,201106,3,0.738694
37,201106,4,0.425896
37,201106,5,0.521063
37,201106,6,0.812705
37,201106,7,0.837403
37,201106,9,0.836953
37,201106,10,0.757389
37,201106,13,0.530464
38,201111,2,0.545841
38,201111,3,0.738694
38,201111,4,0.425896
38,201111,5,0.521063
38,201111,6,0.812705
38,201111,7,0.837403
38,201111,9,0.836953
38,201111,10,0.757389
38,201111,16,0.574716
38,201111,18,0.530464
39,201206,5,0.545841
39,201206,6,0.738694
39,201206,10,0.425896
39,201206,11,0.837403
39,201206,14,0.521063
39,201206,19,0.757389
40,201211,1,0.648778
40,201211,7,0.538445
40,201211,8,0.545841
40,201211,12,0.425896
40,201211,14,0.837403
40,201211,17,0.521063
40,201211,20,0.836953
41,201306,1,0.610301
41,201306,2,0.648778
41,201306,6,0.538445
41,201306,10,0.545841
41,201306,16,0.425896
41,201306,19,0.837403
42,201311,1,0.610301
42,201311,2,0.648778
42,201311,6,0.781828
42,201311,7,0.538445
42,201311,11,0.506828
42,201311,12,0.545841
42,201311,13,0.749441
42,201311,16,0.837403
43,201406,1,0.610301
43,201406,2,0.648778
43,201406,6,0.781828
43,201406,7,0.538445
43,201406,11,0.692291
43,201406,13,0.506828
43,201406,14,0.545841
43,201406,15,0.749441
44,201411,1,0.610301
44,201411,2,0.648778
44,201411,6,0.781828
44,201411,7,0.538445
44,201411,10,0.583349
44,201411,11,0.837403
44,201411,12,0.692291
44,201411,15,0.506828
44,201411,17,0.545841
44,201411,18,0.749441
45,201506,1,0.610301
45,201506,2,0.648778
45,201506,6,0.781828
45,201506,8,0.538445
45,201506,11,0.837403
45,201506,13,0.583349
45,201506,14,0.583349
45,201506,16,0.692291
46,201511,1,0.610301
46,201511,2,0.648778
46,201511,7,0.781828
46,201511,10,0.538445
46,201511,13,0.837403
46,201511,15,0.583349
46,201511,16,0.583349
46,201511,18,0.692291
46,201511,20,0.557214
47,201606,1,0.741530
47,201606,2,0.610301
47,201606,3,0.648778
47,201606,8,0.781828
47,201606,12,0.538445
47,201606,14,0.853005
47,201606,19,0.583349
47,201606,20,0.583349
48,201611,1,0.741530
48,201611,2,0.610301
48,201611,3,0.648778
48,201611,8,0.781828
48,201611,13,0.837403
48,201611,17,0.538445
49,201706,1,0.741530
49,201706,2,0.610301
49,201706,3,0.781828
49,201706,4,0.648778
49,201706,15,0.837403
49,201706,20,0.538445
50,201711,1,0.741530
50,201711,2,0.610301
50,201711,3,0.781828
50,201711,5,0.648778
50,201711,12,0.583352
50,201711,13,0.669987
50,201711,17,0.837403
51,201806,1,0.714659
51,201806,2,0.741530
51,201806,3,0.752832
51,201806,4,0.610301
51,201806,5,0.610254
51,201806,6,0.781828
51,201806,7,0.648778
51,201806,19,0.669987
52,201811,1,0.714659
52,201811,2,0.752832
52,201811,3,0.741530
52,201811,4,0.610301
52,201811,5,0.781828
52,201811,6,0.486206
52,201811,7,0.610254
52,201811,9,0.648778
52,201811,11,0.775205
