199706,1,168750,1.068,0.0,0.0
199706,2,167078,0.3682,0.0,0.0
199706,3,167522,0.229,498.0,0.0
199706,4,170731,0.2324,0.0,0.0
199706,5,171098,0.222,0.0,0.0
199706,6,171101,0.176,0.0,0.0
199706,7,171099,0.176,0.0,0.0
199706,8,171102,0.196,0.0,0.0
199706,9,171103,0.222,0.0,0.0
199706,10,171100,0.196,0.0,0.0
199706,11,169762,0.1518,0.0,0.0
199706,12,172538,0.1434,0.0,0.0
199706,13,171160,0.161,0.0,0.0
199706,14,171161,0.1387,0.0,0.0
199706,15,172576,0.1271,0.0,0.0
199706,16,171130,0.1155,0.0,0.0
199706,17,172395,0.11,0.0,0.0
199706,18,172336,0.109,0.0,0.0
199706,19,172573,0.1035,0.0,0.0
199706,20,170942,0.1005,0.0,0.0
199706,21,172390,0.0943,0.0,0.0
199706,22,171081,0.0932,0.0,0.0
199706,23,171079,0.0932,0.0,0.0
199706,24,171078,0.112,0.0,0.0
199706,25,171082,0.112,0.0,0.0
199706,26,169640,0.0884,0.0,0.0
199706,27,171125,0.0866,0.0,0.0
199706,28,169782,0.09419,0.0,0.0
199706,29,169781,0.09419,0.0,0.0
199706,30,169733,0.08337,0.0,0.0
199706,31,171072,0.0867,0.0,0.0
199706,32,172382,0.0711,0.0,0.0
199706,33,171149,0.07752,0.0,0.0
199706,34,171148,0.0693,0.0,0.0
199706,35,169604,0.0663,0.0,0.0
199706,36,171122,0.0613,0.0,0.0
199706,37,171065,0.0611,0.0,0.0
199706,38,170850,0.06653,0.0,0.0
199706,39,170853,0.0617,0.0,0.0
199706,40,170849,0.06653,0.0,0.0
199706,41,170852,0.0606,0.0,0.0
199706,42,170851,0.0606,0.0,0.0
199706,43,166998,0.0597,0.0,0.0
199706,44,172330,0.0596,0.0,0.0
199706,45,172331,0.0596,0.0,0.0
199706,46,170734,0.05868,0.0,0.0
199706,47,172328,0.0569,0.0,0.0
199706,48,172329,0.0569,0.0,0.0
199706,49,171070,0.0557,0.0,0.0
199706,50,171054,0.0531,0.0,0.0
199706,51,167071,0.0523,0.0,0.0
199706,52,170986,0.0508,0.0,0.0
199706,53,170988,0.0508,0.0,0.0
199706,54,170987,0.0508,0.0,0.0
199706,55,170989,0.0508,0.0,0.0
199706,56,171040,0.0504,0.0,0.0
199706,57,171044,0.0557,0.0,0.0
199706,58,171041,0.0504,0.0,0.0
199706,59,170848,0.0483,0.0,0.0
199706,60,172321,0.0461,0.0,0.0
199706,61,169532,0.0442,0.0,0.0
199706,62,169531,0.0442,0.0,0.0
199706,63,169533,0.0442,0.0,0.0
199706,64,172318,0.0404,0.0,0.0
199706,65,170844,0.0387,0.0,0.0
199706,66,170845,0.0387,0.0,0.0
199706,67,170846,0.0387,0.0,0.0
199706,68,171194,0.03936,0.0,0.0
199706,69,171142,0.0385,0.0,0.0
199706,70,171140,0.0346,0.0,0.0
199706,71,172366,0.0341,0.0,0.0
199706,72,172367,0.0341,0.0,0.0
199706,73,172368,0.0341,0.0,0.0
199706,74,172369,0.0341,0.0,0.0
199706,75,172578,0.0337,0.0,0.0
199706,76,169778,0.03205,0.0,0.0
199706,77,171136,0.0315,0.0,0.0
199706,78,170825,0.03071,0.0,0.0
199706,79,170827,0.0311,0.0,0.0
199706,80,170824,0.03442,0.0,0.0
199706,81,170823,0.03442,0.0,0.0
199706,82,170826,0.0311,0.0,0.0
199706,83,167058,0.0304,0.0,0.0
199706,84,173054,0.04785,0.0,0.0
199706,85,173053,0.04785,0.0,0.0
199706,86,173051,0.04785,0.0,0.0
199706,87,173052,0.04785,0.0,0.0
199706,88,169457,0.0287,0.0,0.0
199706,89,168781,0.0284,0.0,0.0
199706,90,168782,0.0284,0.0,0.0
199706,91,168780,0.0284,0.0,0.0
199706,92,172365,0.0277,0.0,0.0
199706,93,173042,0.03721,0.0,0.0
199706,94,172363,0.0256,0.0,0.0
199706,95,170973,0.0253,0.0,0.0
199706,96,170977,0.0253,0.0,0.0
199706,97,170971,0.0253,0.0,0.0
199706,98,170970,0.0253,0.0,0.0
199706,99,170976,0.0253,0.0,0.0
199706,100,170972,0.0253,0.0,0.0
199706,101,170975,0.0253,0.0,0.0
199706,102,171111,0.0251,0.0,0.0
199706,103,171115,0.0283,0.0,0.0
199706,104,171116,0.0251,0.0,0.0
199706,105,171113,0.0251,0.0,0.0
199706,106,166750,0.0247,0.0,0.0
199706,107,166748,0.0247,0.0,0.0
199706,108,172317,0.0236,0.0,0.0
199706,109,170815,0.0232,0.0,0.0
